route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude,climbing_rating_complete,protection
Boy Howdy,Hillbilly Rock  1 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105859218/boy-howdy,2.4,Sport,5.11,1.0,35.0,40.00425,-105.39831,11.0,G
Darn Tootin',Hillbilly Rock  1 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120227009/darn-tootin,2.0,Sport,5.11d,1.0,,40.00425,-105.39831,11.4,G
I Reckon,Hillbilly Rock  1 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760545/i-reckon,2.1,Sport,5.12a/b,1.0,50.0,40.00425,-105.39831,12.15,G
Hankerin' in the Midsection,Hillbilly Rock 2 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107978943/hankerin-in-the-midsection,1.3,Sport,5.10c,1.0,70.0,40.0048,-105.4,10.3,G
Dagnabitol,Hillbilly Rock 2 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/110212145/dagnabitol,1.7,Sport,5.10d PG13,1.0,,40.0048,-105.4,10.4,PG13
Heavy Cipherin',Hillbilly Rock 2 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/110212341/heavy-cipherin,1.7,Sport,5.11a,1.0,,40.0048,-105.4,11.1,G
By Cracky,Hillbilly Rock 2 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108196347/by-cracky,2.7,Sport,5.11,1.0,80.0,40.0048,-105.4,11.0,G
Jethro,Hillbilly Rock 3 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107979269/jethro,1.0,Sport,5.10d,1.0,50.0,40.0048,-105.4,10.4,G
Book Learnin',Hillbilly Rock 3 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107979150/book-learnin,2.0,Sport,5.10d,1.0,50.0,40.0048,-105.4,10.4,G
Ellie May,Hillbilly Rock 3 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107979230/ellie-may,1.0,Sport,5.10d,1.0,50.0,40.0048,-105.4,10.4,G
Pesky Varmints,Hillbilly Rock 3 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/110212399/pesky-varmints,1.0,Sport,5.11-,1.0,40.0,40.0048,-105.4,11.15,G
Moonshine,Hillbilly Rock 3 > Hillbilly Rocks > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/110212366/moonshine,2.0,Sport,5.11b,1.0,,40.0048,-105.4,11.2,G
Pup,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748313/pup,2.3,"Sport, TR",5.9,1.0,,40.0048,-105.3931,9.0,G
Led Astray,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759009/led-astray,1.8,Sport,5.11a,1.0,80.0,40.0048,-105.3931,11.1,G
Cracking the Code,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105754996/cracking-the-code,2.1,Sport,5.11b,3.0,,40.0048,-105.3931,11.2,G
Crash Test Blondes,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105749578/crash-test-blondes,2.9,Sport,5.11c,1.0,,40.0048,-105.3931,11.3,G
Just A Little Insecure,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105754957/just-a-little-insecure,2.2,Sport,5.12a,1.0,,40.0048,-105.3931,12.1,G
Hot Flyer,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105754036/hot-flyer,3.6,Sport,5.12a,1.0,100.0,40.0048,-105.3931,12.1,G
Plan B,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105749575/plan-b,3.9,Sport,5.12b,1.0,95.0,40.0048,-105.3931,12.2,G
Hot Wire,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761688/hot-wire,3.1,Sport,5.12c,1.0,100.0,40.0048,-105.3931,12.3,G
The Juice,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105754015/the-juice,3.2,Sport,5.12d,1.0,100.0,40.0048,-105.3931,12.4,G
Serp-du-oh-hai!,Upper Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/117703189/serp-du-oh-hai,2.0,Sport,5.13a,1.0,32.0,40.0048,-105.3931,13.1,G
Men Are From Mars,Lower Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763488/men-are-from-mars,1.3,"Trad, Sport",5.11a,1.0,,40.0045,-105.3931,11.1,G
Enema of the People,Lower Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759078/enema-of-the-people,2.0,Sport,5.12a,1.0,50.0,40.0045,-105.3931,12.1,G
Eldo of the People,Lower Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106303611/eldo-of-the-people,2.5,Sport,5.12a/b,1.0,70.0,40.0045,-105.3931,12.15,G
Ecstasy of the People,Lower Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107875354/ecstasy-of-the-people,2.8,Sport,5.12d,1.0,80.0,40.0045,-105.3931,12.4,G
Central Insecurity,Lower Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108138717/central-insecurity,3.3,Sport,5.12d,1.0,90.0,40.0045,-105.3931,12.4,G
The Agony and Ecstasy,Lower Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756604/the-agony-and-ecstasy,3.7,Sport,5.14a,1.0,,40.0045,-105.3931,14.1,G
Cold Shot,Higher Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758964/cold-shot,2.1,Sport,5.11a/b,1.0,60.0,40.005,-105.3932,11.15,G
Evolution,Higher Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105765177/evolution,1.2,Sport,5.11,1.0,60.0,40.005,-105.3932,11.0,G
Gimme 3 Steps,Higher Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761403/gimme-3-steps,0.9,"Trad, Sport",5.11b/c,1.0,60.0,40.005,-105.3932,11.25,G
Turmoil,Higher Security Risk > Security Risk Massif > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105819280/turmoil,1.7,Sport,5.11d,1.0,50.0,40.005,-105.3932,11.4,G
The Hand,Road Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108916274/the-hand,1.3,Sport,5.10-,1.0,60.0,40.0001,-105.4132,10.15,G
Road Rash (or Tweaked?),Road Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108916550/road-rash-or-tweaked,1.6,Sport,5.10b,1.0,70.0,40.0001,-105.4132,10.2,G
Road Kill,Road Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108916435/road-kill,1.3,Sport,5.12a,1.0,70.0,40.0001,-105.4132,12.1,G
Magic Bus,Road Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/110957653/magic-bus,3.0,Sport,5.12,1.0,60.0,40.0001,-105.4132,12.0,G
Lost Souls,Lost Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106279101/lost-souls,1.7,"Trad, Sport",5.8,1.0,100.0,39.9967,-105.4183,8.0,G
Unknown with Two Bolts,Lost Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107947131/unknown-with-two-bolts,2.0,"Trad, Sport",5.9+,1.0,100.0,39.9967,-105.4183,9.35,G
Good Vibrations,Lost Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105991868/good-vibrations,2.0,"Trad, Sport",5.10-,1.0,75.0,39.9967,-105.4183,10.15,G
My...Nice Knobs You Have,Lost Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105832172/mynice-knobs-you-have,1.3,Sport,5.10+,1.0,40.0,39.9967,-105.4183,10.35,G
Lost In A Lost World,Lost Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106292993/lost-in-a-lost-world,2.4,Sport,5.11a,1.0,50.0,39.9967,-105.4183,11.1,G
Fearless Leader,Lost Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105970683/fearless-leader,1.5,Sport,5.11a,1.0,50.0,39.9967,-105.4183,11.1,G
Am I Right?,Lost Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/121524102/am-i-right,3.0,Sport,5.11-,1.0,30.0,39.9967,-105.4183,11.15,G
Salami Mami,Lost Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106866269/salami-mami,2.0,Sport,5.12-,1.0,45.0,39.9967,-105.4183,12.15,G
Footstool,Couch Fire Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106861021/footstool,1.1,Sport,5.4,1.0,30.0,39.9835,-105.4489,4.0,G
Recliner,Couch Fire Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106861030/recliner,1.0,Sport,5.10-,1.0,35.0,39.9835,-105.4489,10.15,G
Sofa Mart,Couch Fire Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106861045/sofa-mart,1.7,Sport,5.11a,1.0,35.0,39.9835,-105.4489,11.1,G
Loveseat,Couch Fire Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106861060/loveseat,1.9,Sport,5.11d,1.0,35.0,39.9835,-105.4489,11.4,G
Ottoman Empire,Couch Fire Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106861072/ottoman-empire,2.1,Sport,5.12,1.0,40.0,39.9835,-105.4489,12.0,G
Couch Fire,Couch Fire Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105832580/couch-fire,1.8,Sport,5.13a,1.0,40.0,39.9835,-105.4489,13.1,G
Lily and the Jack of Hearts,Spasmodic  Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105848073/lily-and-the-jack-of-hearts,1.4,Sport,5.11-,1.0,40.0,40.0038,-105.366,11.15,G
Splash,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105749938/splash,2.0,"Trad, Sport, TR",5.7,1.0,85.0,40.0034,-105.3959,7.0,G
Monte Carlo,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107011310/monte-carlo,1.6,Sport,5.7,1.0,40.0,40.0034,-105.3959,7.0,G
Topless Etiquette,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748256/topless-etiquette,2.2,Sport,5.8,1.0,85.0,40.0034,-105.3959,8.0,G
Bosch Blanket Bingo,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748232/bosch-blanket-bingo,2.0,Sport,5.9,1.0,60.0,40.0034,-105.3959,9.0,G
Infestation,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106940855/infestation,1.7,"Trad, Sport",5.9,1.0,60.0,40.0034,-105.3959,9.0,G
Devin's Dihedral,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748241/devins-dihedral,2.4,"Trad, Sport, TR",5.9+ R,1.0,60.0,40.0034,-105.3959,9.35,R
Beach Bum,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105822851/beach-bum,1.8,"Trad, Sport, TR",5.9+,1.0,60.0,40.0034,-105.3959,9.35,G
Birthday Suit,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748250/birthday-suit,1.6,"Trad, Sport, TR",5.10a,1.0,60.0,40.0034,-105.3959,10.1,G
New Lease on Life,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748214/new-lease-on-life,1.7,Sport,5.10a,1.0,50.0,40.0034,-105.3959,10.1,G
Le Nouveau Riche,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748897/le-nouveau-riche,2.1,"Trad, Sport, TR",5.10b/c PG13,1.0,85.0,40.0034,-105.3959,10.25,PG13
Sea Breeze,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748229/sea-breeze,2.4,Sport,5.11a,1.0,60.0,40.0034,-105.3959,11.1,G
The Minstrel,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748223/the-minstrel,1.6,Sport,5.11a,1.0,60.0,40.0034,-105.3959,11.1,G
Silver Glide,The Riviera > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748259/silver-glide,1.9,Sport,5.11b,1.0,60.0,40.0034,-105.3959,11.2,G
Night Moves,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106311078/night-moves,1.3,"Trad, Sport",5.7,1.0,60.0,40.0035,-105.3964,7.0,G
Tool King,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105935178/tool-king,1.8,"Trad, Sport",5.8,1.0,60.0,40.0035,-105.3964,8.0,G
Dan's Line,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105933907/dans-line,2.1,Sport,5.8,1.0,100.0,40.0035,-105.3964,8.0,G
It's Time For Change,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106341750/its-time-for-change,2.2,"Trad, Sport",5.8,1.0,90.0,40.0035,-105.3964,8.0,G
Trick or Treat,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106294434/trick-or-treat,2.0,"Trad, Sport",5.8,1.0,100.0,40.0035,-105.3964,8.0,G
Group Therapy,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106294459/group-therapy,2.0,Sport,5.8,1.0,100.0,40.0035,-105.3964,8.0,G
Left-Handed Tool,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106799068/left-handed-tool,1.5,"Trad, Sport",5.8,1.0,70.0,40.0035,-105.3964,8.0,G
Where's Ray?,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105882601/wheres-ray,1.8,Sport,5.8,1.0,60.0,40.0035,-105.3964,8.0,G
Diamonds and Rust,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106311070/diamonds-and-rust,1.9,Sport,5.8+,1.0,80.0,40.0035,-105.3964,8.35,G
Hold The Line,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105931317/hold-the-line,2.3,Sport,5.9,1.0,100.0,40.0035,-105.3964,9.0,G
Backdoor Slider,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/120861418/backdoor-slider,2.0,Sport,5.9,1.0,90.0,40.0035,-105.3964,9.0,G
High Hard One,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106301291/high-hard-one,1.9,Sport,5.9+,1.0,80.0,40.0035,-105.3964,9.35,G
Dihedral Variation,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763917/dihedral-variation,2.1,"Trad, Sport",5.10a,1.0,100.0,40.0035,-105.3964,10.1,G
Puff Daddy,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105933938/puff-daddy,2.6,Sport,5.10a,1.0,65.0,40.0035,-105.3964,10.1,G
Bihedral Arete,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757414/bihedral-arete,3.0,"Trad, Sport",5.10a,2.0,180.0,40.0035,-105.3964,10.1,G
Flags of Our Fathers,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105882606/flags-of-our-fathers,2.5,"Trad, Sport",5.10a,3.0,200.0,40.0035,-105.3964,10.1,G
A Fly in the Ointment,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106089997/a-fly-in-the-ointment,1.8,"Trad, Sport",5.10b,1.0,60.0,40.0035,-105.3964,10.2,G
Rhodian Shores,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758116/rhodian-shores,2.7,Sport,5.10b,1.0,100.0,40.0035,-105.3964,10.2,G
Oh Boy,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107874463/oh-boy,1.8,"Trad, Sport",5.10c,1.0,80.0,40.0035,-105.3964,10.3,G
Fat Tuesday,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106562457/fat-tuesday,1.7,"Trad, Sport",5.10+,1.0,90.0,40.0035,-105.3964,10.35,G
Flesh Eating Flies,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105832846/flesh-eating-flies,1.0,Sport,5.11a,1.0,60.0,40.0035,-105.3964,11.1,G
Blood Diamond,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106561362/blood-diamond,2.0,Sport,5.11c,1.0,80.0,40.0035,-105.3964,11.3,G
AHR,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106069654/ahr,2.5,Sport,5.11c/d,1.0,70.0,40.0035,-105.3964,11.35,G
Sands of Iwo Jima,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106039762/sands-of-iwo-jima,2.9,Sport,5.11d,1.0,50.0,40.0035,-105.3964,11.4,G
Edge of Reality,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759912/edge-of-reality,1.5,Sport,5.12a/b R,1.0,60.0,40.0035,-105.3964,12.15,R
Pariah,The Bihedral (Upper Tier) > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105936123/pariah,2.0,Sport,5.12b,1.0,80.0,40.0035,-105.3964,12.2,G
Twisted,The Left Side > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105882264/twisted,1.5,"Trad, Sport",5.9- PG13,1.0,90.0,40.0038,-105.3973,9.15,PG13
What's Wrong with Parents Today,The Left Side > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757432/whats-wrong-with-parents-today,2.0,"Trad, Sport",5.11a,1.0,90.0,40.0038,-105.3973,11.1,G
Slight of Hand,The Left Side > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106428433/slight-of-hand,1.5,"Trad, Sport",5.11b,1.0,70.0,40.0038,-105.3973,11.2,G
Quick Work,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106700923/quick-work,1.0,Sport,5.7,1.0,30.0,40.0035,-105.3966,7.0,G
March Madness,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106699787/march-madness,1.3,Sport,5.9-,1.0,95.0,40.0035,-105.3966,9.15,G
Git 'Er Done,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106700919/git-er-done,1.3,Sport,5.9,1.0,30.0,40.0035,-105.3966,9.0,G
Like a Wonk,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105947793/like-a-wonk,1.4,"Trad, Sport",5.9,2.0,120.0,40.0035,-105.3966,9.0,G
Botonga,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759915/botonga,1.8,Sport,5.9,1.0,40.0,40.0035,-105.3966,9.0,G
Where's Ron,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106705679/wheres-ron,1.3,Sport,5.10a,1.0,90.0,40.0035,-105.3966,10.1,G
Hound's Tooth,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105944966/hounds-tooth,2.1,Sport,5.10a,1.0,80.0,40.0035,-105.3966,10.1,G
Canine Corner,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105944970/canine-corner,1.8,Sport,5.10a,1.0,75.0,40.0035,-105.3966,10.1,G
Beer Dog,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105936819/beer-dog,1.6,Sport,5.10a,1.0,90.0,40.0035,-105.3966,10.1,G
Wonky,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106056353/wonky,1.3,"Trad, Sport",5.10+,1.0,60.0,40.0035,-105.3966,10.35,G
Brace for Impact,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106651151/brace-for-impact,2.0,"Trad, Sport",5.11a,1.0,50.0,40.0035,-105.3966,11.1,G
Leave No Trace,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105952867/leave-no-trace,1.9,"Trad, Sport",5.11a,1.0,50.0,40.0035,-105.3966,11.1,G
Free at Last,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105953937/free-at-last,2.0,"Trad, Sport",5.11c,1.0,120.0,40.0035,-105.3966,11.3,G
Tinnitus,The Lower Tier > The Bihedral Area > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106689463/tinnitus,2.0,Sport,5.11c/d,1.0,60.0,40.0035,-105.3966,11.35,G
Edges and Ledges,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105870616/edges-and-ledges,2.5,Sport,5.8,1.0,80.0,40.0046,-105.4065,8.0,G
My Way,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105870891/my-way,2.0,"Trad, Sport",5.9,1.0,80.0,40.0046,-105.4065,9.0,G
Brand New Bosch,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105873216/brand-new-bosch,1.7,Sport,5.9,1.0,85.0,40.0046,-105.4065,9.0,G
Party Time!,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105873860/party-time,1.7,"Trad, Sport",5.9,1.0,100.0,40.0046,-105.4065,9.0,G
The Ride,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105877444/the-ride,1.4,"Trad, Sport",5.10a,1.0,70.0,40.0046,-105.4065,10.1,G
Where's Bob?,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105868666/wheres-bob,2.0,"Trad, Sport",5.10-,1.0,50.0,40.0046,-105.4065,10.15,G
Colorado Senior Open,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106005961/colorado-senior-open,2.3,"Trad, Sport",5.10-,1.0,60.0,40.0046,-105.4065,10.15,G
Sunlight Arete,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105883313/sunlight-arete,2.0,Sport,5.10b,1.0,50.0,40.0046,-105.4065,10.2,G
Giggity-Giggity,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/111838189/giggity-giggity,1.0,Sport,5.10c,1.0,70.0,40.0046,-105.4065,10.3,G
Family Guy,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106024420/family-guy,2.0,"Trad, Sport",5.11-,1.0,70.0,40.0046,-105.4065,11.15,G
Same As It  Ever Was,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106005603/same-as-it-ever-was,2.0,"Trad, Sport",5.11a/b,1.0,70.0,40.0046,-105.4065,11.15,G
La Lune,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105990490/la-lune,3.0,Sport,5.13a,1.0,45.0,40.0046,-105.4065,13.1,G
Haiku,Boulder Slips > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/113903226/haiku,3.3,Sport,5.14a,1.0,40.0,40.0046,-105.4065,14.1,G
I Looked at That!,Across From Mind Shaft Cliff Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760440/i-looked-at-that,,Sport,5.11c/d,1.0,60.0,40.0024,-105.4102,11.35,G
Nobody's Fool,Above Tower of Babel > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760923/nobodys-fool,2.0,Sport,5.10d,1.0,60.0,40.0029,-105.4079,10.4,G
Right Side,Across From Cenotaph aka Sea of Tranquility > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105862848/right-side,1.0,"Trad, Sport",5.8+,1.0,130.0,39.9757,-105.4599,8.35,G
Sick Diley,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/112427561/sick-diley,1.2,Sport,5.10a,1.0,45.0,40.0034,-105.4123,10.1,G
Schlock and Vice,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/112427542/schlock-and-vice,1.5,Sport,5.10c,1.0,40.0,40.0034,-105.4123,10.3,G
Liberty Dipped,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/112427580/liberty-dipped,1.7,Sport,5.10c,1.0,45.0,40.0034,-105.4123,10.3,G
Claim Jumper,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106142952/claim-jumper,1.6,Sport,5.10c,1.0,,40.0034,-105.4123,10.3,G
Freedom Fried,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106667783/freedom-fried,3.0,Sport,5.11b PG13,1.0,60.0,40.0034,-105.4123,11.2,PG13
Grubstake,The Hideout > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106667770/grubstake,2.0,Sport,5.11b,1.0,50.0,40.0034,-105.4123,11.2,G
